,index,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
672,3204,3447_01,Earth,False,F/649/S,TRAPPIST-1e,42.0,False,1196.0,0.0,0.0,68.0,1.0,Dorie Hutchinton,False
673,5145,5494_01,Earth,False,F/1053/S,TRAPPIST-1e,22.0,False,658.0,0.0,0.0,161.0,3.0,Tonald Keithunts,True
674,1915,2055_01,Earth,False,G/330/P,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Belly Woodwinez,False
675,559,0585_03,Mars,False,D/22/P,TRAPPIST-1e,23.0,False,2648.0,0.0,1092.0,0.0,0.0,Flams Fone,False
676,6320,6676_01,Europa,True,D/200/S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Errak Ourcul,True
677,225,0242_01,,False,F/46/S,TRAPPIST-1e,18.0,False,313.0,1.0,691.0,283.0,0.0,Almone Sté,False
678,7869,8395_01,Europa,False,D/260/P,TRAPPIST-1e,32.0,False,0.0,13.0,0.0,2148.0,319.0,Keidus Coniple,False
679,8678,9267_01,Europa,True,E/607/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Arraid Opshaft,True
680,1043,1112_01,Europa,False,B/39/P,55 Cancri e,40.0,False,0.0,4076.0,6124.0,58.0,100.0,Elebola Opshaft,True
681,6892,7300_01,Earth,False,G/1189/S,TRAPPIST-1e,35.0,False,0.0,0.0,885.0,0.0,0.0,Joana Emenez,True
682,339,0378_04,Europa,True,B/11/S,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,Muonons Pirejus,True
683,235,0252_01,Earth,False,F/53/P,TRAPPIST-1e,30.0,False,335.0,695.0,541.0,0.0,0.0,Leenny Byerry,False
684,2721,2919_02,Mars,False,F/555/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Soyos Kra,True
685,7734,8254_01,Mars,True,F/1700/P,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Cocowl Cone,True
686,4929,5254_03,Europa,True,,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Sargah Pressive,True
687,8605,9184_01,Earth,False,G/1480/S,TRAPPIST-1e,28.0,False,0.0,7.0,6.0,0.0,482.0,Ninald Holcompson,False
688,5419,5788_01,Mars,False,F/1105/S,TRAPPIST-1e,27.0,False,850.0,0.0,681.0,1.0,0.0,Ves Birte,True
689,869,0931_01,Earth,False,F/193/P,TRAPPIST-1e,19.0,False,0.0,,115.0,126.0,491.0,Therie Flynnis,True
690,7925,8462_01,Earth,False,F/1629/S,TRAPPIST-1e,21.0,False,32.0,640.0,0.0,0.0,0.0,Maen Klindsey,True
691,1719,1829_02,Europa,False,D/56/P,TRAPPIST-1e,30.0,False,1.0,6398.0,0.0,2.0,295.0,Propsh Clumshangs,True
692,8437,9012_01,Earth,False,G/1460/P,TRAPPIST-1e,43.0,False,224.0,0.0,623.0,0.0,62.0,,False
693,2673,2865_01,Mars,False,D/88/P,TRAPPIST-1e,34.0,False,2904.0,23.0,7.0,0.0,81.0,Goos Corie,False
694,4249,4517_01,Earth,False,F/849/S,TRAPPIST-1e,37.0,False,452.0,0.0,234.0,19.0,1290.0,Bara Mcleandez,False
695,2011,2145_01,Earth,False,F/425/P,TRAPPIST-1e,15.0,False,0.0,951.0,128.0,0.0,0.0,Karene Pecketton,False
696,3508,3770_01,Earth,True,G/615/P,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,,0.0,Deandy Anthompson,True
697,7214,7708_01,Earth,False,F/1471/S,TRAPPIST-1e,18.0,False,110.0,103.0,471.0,11.0,1.0,Arl Chavezalez,False
698,3045,3292_03,Europa,True,B/121/S,55 Cancri e,14.0,False,,0.0,0.0,,0.0,Coxak Brakepined,True
699,160,0182_01,Europa,True,C/3/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Ksorab Disight,True
700,110,0114_01,Earth,False,G/20/S,TRAPPIST-1e,27.0,False,82.0,157.0,429.0,238.0,1.0,Maura Beckerson,False
701,8029,8596_01,Europa,True,C/284/P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Aldah Healted,True
702,4611,4913_01,Mars,False,F/1000/P,TRAPPIST-1e,19.0,False,1301.0,0.0,31.0,1.0,0.0,Cine Terry,True
703,563,0589_01,Earth,False,E/35/P,TRAPPIST-1e,23.0,False,234.0,1.0,551.0,0.0,1.0,Maya Hardley,False
704,3197,3443_01,Earth,False,F/648/S,TRAPPIST-1e,38.0,False,792.0,0.0,,1.0,29.0,Marix Poperez,True
705,7331,7845_01,Europa,True,B/307/S,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,Syrmion Unhearfus,True
706,2045,2190_01,Earth,False,F/430/S,,20.0,False,1750.0,0.0,446.0,0.0,76.0,Allia Barris,False
707,680,0710_01,Mars,False,E/42/P,TRAPPIST-1e,23.0,False,1695.0,0.0,0.0,31.0,349.0,Nute Coflé,False
708,630,0657_02,Earth,False,G/97/S,TRAPPIST-1e,38.0,False,0.0,8.0,736.0,140.0,0.0,Glenna Cardner,False
709,5949,6309_03,Earth,True,G/1023/S,TRAPPIST-1e,3.0,,0.0,0.0,0.0,0.0,0.0,Olgary Goldendrice,True
710,755,0793_01,Earth,False,G/117/P,PSO J318.5-22,39.0,False,0.0,0.0,0.0,7.0,766.0,Millie Powenoble,False
711,409,0447_01,Earth,False,F/81/S,TRAPPIST-1e,22.0,False,9.0,0.0,795.0,0.0,0.0,Ferry Mcclayton,True
712,4138,4416_01,Europa,True,B/143/P,55 Cancri e,47.0,False,0.0,0.0,0.0,0.0,0.0,Alramak Prearright,True
713,4888,5209_01,Earth,False,F/999/S,TRAPPIST-1e,26.0,False,168.0,,382.0,166.0,0.0,Eriky Lambleyoun,True
714,934,0995_01,Europa,True,C/36/P,55 Cancri e,46.0,False,0.0,0.0,0.0,0.0,0.0,Chabik Barmant,True
715,2926,3172_01,,False,F/659/P,TRAPPIST-1e,26.0,False,0.0,0.0,1352.0,5.0,0.0,Allena Sellahaney,False
716,6211,6567_01,Earth,True,G/1063/P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Maryne Buchansen,False
717,3116,3361_01,Mars,True,F/635/S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Ming Sinda,True
718,2691,2883_01,Earth,False,F/595/P,TRAPPIST-1e,28.0,False,0.0,93.0,1282.0,0.0,0.0,Brene Hanner,True
719,3857,4132_01,Earth,True,G/678/P,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,Curtle Norry,False
720,6197,6552_01,,False,G/1061/P,TRAPPIST-1e,20.0,False,0.0,564.0,25.0,158.0,62.0,Fayey Webstenson,False
721,8390,8968_01,Europa,True,E/588/S,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,Phamark Watorivedy,True
722,6669,7029_02,Earth,True,F/1458/P,PSO J318.5-22,49.0,False,0.0,0.0,0.0,0.0,0.0,Tine Cardsay,False
723,3709,3987_01,Earth,False,F/822/P,TRAPPIST-1e,17.0,False,103.0,2183.0,0.0,16.0,0.0,Irmark Briggston,True
724,6376,6744_02,Mars,False,F/1399/P,TRAPPIST-1e,38.0,False,1717.0,16.0,39.0,0.0,48.0,Ane Nan,False
725,8188,8753_02,Earth,False,F/1805/P,TRAPPIST-1e,38.0,False,22.0,9.0,40.0,732.0,0.0,Garyan Sellentry,False
726,503,0539_05,Europa,False,C/18/P,TRAPPIST-1e,38.0,False,0.0,1793.0,479.0,9.0,4987.0,Mardyon Nalanet,False
727,2156,2308_01,Europa,True,D/77/S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Plas Pringrous,True
728,6945,7370_01,Earth,False,F/1525/P,TRAPPIST-1e,21.0,False,0.0,70.0,2.0,0.0,486.0,Frandy Cartiz,False
729,2109,2262_01,Earth,False,G/365/P,55 Cancri e,43.0,False,485.0,4.0,136.0,48.0,0.0,Clarry Kimpson,False
730,915,0984_06,Earth,True,G/150/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Walley Sweekstarks,True
731,2363,2547_01,Europa,False,,55 Cancri e,37.0,False,0.0,100.0,0.0,1402.0,1462.0,Alatrix Sometery,False
732,2473,2651_01,Europa,True,B/100/S,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,Sarid Geakerat,True
733,6603,6971_01,Europa,False,C/225/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,,Alcoran Distured,True
734,4324,4607_01,Earth,False,G/751/P,PSO J318.5-22,23.0,False,0.0,138.0,4.0,412.0,220.0,Ronard Hoppers,False
735,3274,3519_01,Earth,False,G/577/P,TRAPPIST-1e,16.0,False,0.0,0.0,722.0,0.0,1.0,Gerly Swanardy,True
736,1221,1300_01,Earth,False,F/251/S,55 Cancri e,27.0,False,1.0,299.0,1.0,380.0,13.0,Loria Robins,False
737,371,0408_01,Mars,False,E/25/P,TRAPPIST-1e,35.0,False,1134.0,113.0,52.0,0.0,0.0,Cus Ble,False
738,2901,3134_01,Europa,False,C/119/S,PSO J318.5-22,62.0,True,0.0,4513.0,0.0,85.0,1437.0,Enifik Clughted,True
739,3130,3381_01,Earth,True,G/539/S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Blanie Milton,False
740,2063,2209_01,Earth,False,F/433/S,TRAPPIST-1e,29.0,False,1356.0,20.0,0.0,13.0,0.0,,False
741,1867,1992_01,Mars,True,F/379/S,TRAPPIST-1e,21.0,False,,0.0,0.0,0.0,0.0,Lucan Killé,True
742,5774,6117_01,Europa,False,B/234/S,TRAPPIST-1e,56.0,False,679.0,1126.0,0.0,33.0,3230.0,Anchira Spassive,False
743,6609,6972_01,,False,G/1126/P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,43.0,667.0,Terina Jenson,False
744,7628,8147_01,Earth,False,G/1317/P,TRAPPIST-1e,20.0,False,0.0,142.0,0.0,3528.0,92.0,Everly Pittler,False
745,735,0772_01,Europa,False,E/56/S,55 Cancri e,37.0,False,0.0,16.0,325.0,4476.0,1359.0,Minoton Hednigic,False
746,8523,9098_01,Earth,False,F/1864/P,TRAPPIST-1e,21.0,False,8.0,796.0,0.0,0.0,0.0,Sergie Barnolaney,True
747,255,0283_01,Earth,True,G/46/P,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,Jacky Santin,True
748,3646,3921_01,Earth,False,E/262/S,TRAPPIST-1e,26.0,False,35.0,42.0,711.0,0.0,0.0,Felice Kramosley,True
749,7513,8035_01,Mars,True,F/1536/S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Walmon Staf,True
750,4582,4884_01,Mars,True,E/316/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Tors Buncy,False
751,4180,4463_01,Europa,True,B/145/P,,29.0,False,0.0,0.0,0.0,0.0,0.0,Maiam Boltund,True
752,5007,5350_01,Europa,False,C/170/P,TRAPPIST-1e,35.0,False,25.0,866.0,0.0,3198.0,459.0,Atinon Foraud,False
753,7850,8378_01,Earth,False,F/1608/S,TRAPPIST-1e,13.0,False,0.0,0.0,505.0,2810.0,9.0,Glena Bellyonsley,False
754,4081,4358_01,Earth,False,F/818/S,PSO J318.5-22,20.0,False,0.0,272.0,108.0,,230.0,Tonioe Waltonnedy,True
755,729,0770_02,Earth,False,G/117/S,TRAPPIST-1e,,False,0.0,715.0,0.0,170.0,0.0,Sanney Mclardson,False
756,4280,4560_01,Earth,False,G/744/S,TRAPPIST-1e,,False,0.0,57.0,851.0,0.0,0.0,Daven Monsoney,True
757,1313,1391_02,Mars,False,F/276/P,TRAPPIST-1e,21.0,False,1072.0,79.0,46.0,16.0,0.0,Cines Apie,False
758,4682,4991_01,Earth,False,G/806/P,TRAPPIST-1e,79.0,False,610.0,,0.0,200.0,5.0,Rickie Pentss,False
759,6278,6646_01,Earth,True,G/1084/S,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,Eduard Campson,True
760,2426,2598_01,Mars,False,F/535/P,TRAPPIST-1e,37.0,False,27.0,0.0,1131.0,0.0,1318.0,Babix Scake,False
761,5379,5746_01,Earth,False,G/932/S,TRAPPIST-1e,19.0,False,0.0,,0.0,5381.0,139.0,Rica Vandan,False
762,3278,3520_02,Earth,True,,PSO J318.5-22,13.0,False,0.0,0.0,0.0,0.0,0.0,Lyny Wartyson,True
763,6891,7298_01,Earth,,F/1510/P,TRAPPIST-1e,24.0,False,185.0,0.0,478.0,29.0,0.0,Blanda Blangibson,True
764,5299,5655_01,Earth,False,F/1172/P,PSO J318.5-22,42.0,False,1188.0,39.0,3.0,3.0,0.0,Laude Browlerson,False
765,1775,1888_01,Earth,False,F/361/S,TRAPPIST-1e,30.0,False,116.0,0.0,0.0,728.0,29.0,Benda Barrelliver,True
766,3336,3588_01,Mars,False,D/120/P,TRAPPIST-1e,35.0,False,576.0,0.0,459.0,22.0,0.0,Frunad Concy,False
767,5917,6276_01,Earth,True,G/1011/P,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Coracy Grifford,True
768,380,0417_03,Europa,True,B/18/P,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,Enifik Unhearfus,True
769,7895,8431_01,Europa,True,B/277/P,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,Alcorab Myling,True
770,2430,2602_02,Mars,False,E/158/P,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Aptal Chnik,True
771,730,0770_03,Earth,,G/117/S,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,Hughy Mclardson,False
772,5760,6106_01,Europa,True,C/228/S,55 Cancri e,54.0,False,0.0,0.0,0.0,0.0,0.0,Matark Calian,True
773,2332,2512_02,Europa,True,C/91/S,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,Winork Parymider,True
774,6817,7202_01,Earth,False,E/462/P,TRAPPIST-1e,37.0,False,541.0,38.0,713.0,316.0,0.0,Idave Burksson,False
775,3338,3591_01,Earth,False,E/214/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,1609.0,Elenay Serraynardy,False
776,2310,2488_01,Mars,False,D/85/S,TRAPPIST-1e,69.0,False,4483.0,0.0,525.0,0.0,500.0,Meal Wate,False
777,8393,8972_01,Mars,True,F/1736/S,TRAPPIST-1e,34.0,False,0.0,,0.0,0.0,0.0,Frunch Spore,True
778,2108,2261_01,Earth,False,F/441/S,TRAPPIST-1e,29.0,False,0.0,0.0,885.0,0.0,0.0,Millia Bairdford,True
779,6132,6470_01,Earth,False,E/432/S,TRAPPIST-1e,19.0,False,14.0,614.0,0.0,160.0,0.0,Sterry Chardst,False
780,7922,8458_06,Europa,False,C/319/S,TRAPPIST-1e,26.0,True,1.0,5610.0,0.0,5.0,119.0,Minopus Bealvewd,True
781,2366,2549_01,Mars,False,F/522/P,TRAPPIST-1e,62.0,False,1663.0,0.0,23.0,2.0,12.0,Wafox Prin,False
782,6011,6363_02,,True,G/1026/P,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,Dwindy Gouldensen,True
783,6643,7005_01,Earth,False,F/1338/S,55 Cancri e,16.0,False,0.0,17.0,1211.0,0.0,25.0,Card Castron,True
784,5992,6343_01,Mars,True,E/423/S,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,Chreet Start,True
785,1375,1450_02,Europa,False,D/53/S,55 Cancri e,30.0,False,0.0,138.0,0.0,5467.0,112.0,Cella Ailled,False
786,2083,2234_01,Mars,True,F/448/P,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,Newtch Gen,True
787,7250,7751_01,Europa,True,C/252/P,55 Cancri e,41.0,False,0.0,0.0,0.0,0.0,0.0,Mesatik Retefule,True
788,578,0602_01,Mars,True,F/125/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Seats Brine,True
789,7256,7757_02,Europa,False,B/300/S,TRAPPIST-1e,43.0,False,0.0,8948.0,0.0,153.0,872.0,Dyonevi Capplid,True
790,824,0877_01,Europa,True,C/30/P,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,Hallus Covetive,True
791,6454,6816_01,Earth,True,G/1108/P,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,Allyny Ewiseston,False
792,5792,6137_01,Earth,False,G/994/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Camily Serry,True
793,5874,6222_01,Earth,False,F/1190/S,PSO J318.5-22,29.0,False,25.0,0.0,2.0,0.0,657.0,Ellard Lewintos,False
794,2009,2143_02,Earth,True,G/345/S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Thel Miltongson,False
795,226,0243_01,Earth,True,G/37/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Lilace Cartyernan,False
796,146,0167_01,Mars,True,F/35/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Miten Floaf,True
797,6678,7041_01,Mars,True,F/1343/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Picers Panie,True
798,5892,6246_01,Mars,False,F/1199/S,TRAPPIST-1e,28.0,False,,0.0,129.0,0.0,,Barkix Nuthe,False
799,4121,4400_01,Mars,False,E/285/S,TRAPPIST-1e,32.0,False,689.0,0.0,610.0,0.0,0.0,Gibers Sepie,False
800,6059,6405_04,Earth,False,G/1039/S,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Diandy Toddleton,True
801,722,0765_01,Mars,False,F/142/S,PSO J318.5-22,35.0,False,1248.0,0.0,55.0,12.0,0.0,Frus Burle,True
802,1125,1187_03,Earth,False,G/184/S,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Stace Matts,False
803,5455,5816_01,Earth,False,G/937/P,TRAPPIST-1e,31.0,False,1.0,0.0,7.0,0.0,387.0,Armene Vines,True
804,434,0465_02,Earth,False,E/28/P,TRAPPIST-1e,,False,0.0,654.0,22.0,146.0,4.0,Kyley Chaellerty,True
805,5983,6334_05,Earth,False,E/421/S,TRAPPIST-1e,17.0,False,5.0,0.0,1317.0,287.0,0.0,Lynez Jenson,True
806,365,0402_01,,True,D/15/S,55 Cancri e,32.0,True,0.0,0.0,0.0,0.0,0.0,Teron Sageng,True
807,3522,3778_01,Earth,False,F/713/S,TRAPPIST-1e,48.0,False,0.0,21.0,0.0,0.0,786.0,Geneen Morrencis,True
808,335,0377_01,Europa,False,C/15/S,55 Cancri e,63.0,False,0.0,1068.0,0.0,176.0,8188.0,Wezncha Excialing,False
809,6351,6720_01,Europa,False,A/81/S,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Genubik Guieroolow,True
810,3790,4044_02,Mars,False,F/765/S,TRAPPIST-1e,2.0,False,0.0,,0.0,0.0,0.0,,True
811,1458,1541_01,Earth,False,F/298/S,TRAPPIST-1e,47.0,False,12.0,7.0,0.0,720.0,0.0,Carma Woody,True
812,852,0918_01,Earth,False,E/66/S,TRAPPIST-1e,24.0,False,47.0,0.0,10.0,139.0,1406.0,Caseye Fuenterson,False
813,6431,6787_05,Earth,True,F/1411/P,TRAPPIST-1e,16.0,False,0.0,0.0,,0.0,,Reneen Booneid,True
814,1640,1738_01,Earth,False,E/129/S,TRAPPIST-1e,18.0,False,0.0,0.0,19.0,467.0,,Rosey Sawyerson,False
815,6819,7205_01,Mars,False,F/1386/S,TRAPPIST-1e,,False,1030.0,0.0,158.0,0.0,28.0,Chees Flake,False
816,2762,2970_01,Earth,False,,TRAPPIST-1e,,False,740.0,82.0,6.0,,1.0,Dwin Adkinson,False
817,4658,4965_01,Earth,,E/308/P,TRAPPIST-1e,21.0,False,457.0,79.0,1134.0,0.0,0.0,Calvia Corman,False
818,7105,7573_01,Earth,True,G/1217/P,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,Teryla Welltonces,False
819,1266,1345_01,Earth,False,F/260/S,TRAPPIST-1e,25.0,False,1174.0,0.0,18.0,721.0,0.0,Mistie Flowensley,False
820,6394,6756_01,Earth,False,F/1402/P,TRAPPIST-1e,23.0,False,0.0,0.0,12.0,726.0,19.0,Winia Pittson,False
821,3379,3639_01,Europa,False,B/140/S,TRAPPIST-1e,29.0,False,125.0,5151.0,9.0,1.0,1.0,Mardach Contery,True
822,6157,6494_01,Mars,False,F/1344/P,TRAPPIST-1e,38.0,False,1192.0,5.0,1864.0,4287.0,0.0,Oafron Mushe,False
823,3949,4215_01,Mars,False,D/145/P,TRAPPIST-1e,34.0,True,992.0,0.0,14.0,0.0,0.0,Gocock Floaf,False
824,3189,3438_02,Earth,False,F/707/P,55 Cancri e,24.0,False,95.0,35.0,1442.0,0.0,0.0,Dary Pottney,False
825,977,1036_01,Earth,True,G/161/S,PSO J318.5-22,24.0,False,0.0,,0.0,0.0,0.0,Laude Georgasey,True
826,2443,2619_01,Earth,False,F/504/S,55 Cancri e,17.0,False,2000.0,0.0,0.0,0.0,0.0,Elaney Chanan,False
827,8462,9035_01,Earth,False,G/1466/P,TRAPPIST-1e,39.0,False,266.0,4.0,1.0,0.0,452.0,Evenna Coleyanglas,False
828,7286,7790_01,,True,F/1490/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Pold Casty,False
829,6600,6968_02,Earth,False,F/1447/P,PSO J318.5-22,20.0,False,0.0,,0.0,0.0,1318.0,Randa Yanton,False
830,4440,4721_01,Earth,True,G/771/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Alancy Santry,True
831,3234,3476_03,Earth,False,G/571/P,55 Cancri e,0.0,False,0.0,0.0,0.0,,0.0,,True
832,2511,2697_01,Mars,False,D/91/S,TRAPPIST-1e,27.0,,1893.0,487.0,4.0,0.0,0.0,Pank Pimne,False
833,2487,2668_01,Earth,False,F/516/S,55 Cancri e,23.0,False,29.0,34.0,1.0,2838.0,0.0,Jacki Ingston,False
834,7551,8072_01,Europa,True,D/236/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Mareson Prombled,True
835,5243,5598_01,Earth,False,G/903/S,,19.0,False,0.0,0.0,500.0,2.0,208.0,Lulah Thony,True
836,8529,9107_01,Earth,True,G/1467/S,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Eriky Callowery,False
837,7254,7755_01,Earth,True,E/503/P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Jonard Mullericer,True
838,8056,8614_01,Earth,False,G/1400/P,TRAPPIST-1e,23.0,False,4.0,3.0,1785.0,0.0,0.0,,True
839,847,0911_01,Mars,False,F/189/P,TRAPPIST-1e,32.0,True,2492.0,0.0,,136.0,4.0,Angars Blate,False
840,7208,7700_01,Mars,False,F/1603/P,TRAPPIST-1e,54.0,False,1144.0,140.0,2.0,2.0,0.0,Loss Bake,False
841,7433,7949_01,Earth,,G/1283/S,TRAPPIST-1e,47.0,False,0.0,14.0,0.0,2330.0,0.0,Armen Barkeretton,False
842,4619,4923_03,Mars,False,F/935/S,TRAPPIST-1e,24.0,False,261.0,0.0,780.0,0.0,0.0,Nilly Sturt,True
843,3260,3497_01,Mars,False,D/113/P,TRAPPIST-1e,38.0,True,66.0,0.0,991.0,0.0,0.0,Stsan Nad,False
844,910,0984_01,Earth,False,G/150/S,TRAPPIST-1e,45.0,False,0.0,1.0,13.0,0.0,873.0,Wen Woodwin,False
845,1459,1542_01,Mars,False,F/299/S,TRAPPIST-1e,13.0,False,7172.0,0.0,157.0,20.0,0.0,Tot Seche,False
846,8497,9074_04,Earth,True,G/1460/S,55 Cancri e,10.0,False,0.0,0.0,0.0,0.0,0.0,Duana Trerady,True
847,3374,3629_01,Mars,True,F/753/P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Healls Butte,True
848,7144,7622_01,Earth,False,G/1237/S,TRAPPIST-1e,31.0,False,0.0,0.0,185.0,584.0,0.0,Jona Noeley,False
849,3974,4243_01,Mars,False,D/136/S,TRAPPIST-1e,36.0,False,3002.0,21.0,150.0,0.0,0.0,Cakers Bau,False
850,5817,6155_01,Earth,False,F/1178/S,TRAPPIST-1e,22.0,False,1.0,0.0,10.0,625.0,0.0,Walla Bardina,False
851,162,0186_01,Earth,False,G/28/P,TRAPPIST-1e,25.0,False,62.0,0.0,0.0,0.0,956.0,Camiet Shephendry,False
852,2077,2228_01,Mars,False,E/158/S,TRAPPIST-1e,63.0,False,1172.0,0.0,1.0,,0.0,Basps Rasty,False
853,1489,1580_02,Earth,False,G/246/S,TRAPPIST-1e,18.0,False,428.0,0.0,36.0,0.0,424.0,Janita Hinesh,False
854,3801,4061_01,Mars,False,D/130/S,TRAPPIST-1e,30.0,False,1851.0,0.0,378.0,0.0,155.0,Jack Kashe,False
855,2484,2664_01,Mars,True,E/183/S,PSO J318.5-22,71.0,False,0.0,0.0,0.0,0.0,0.0,Kris Swin,True
856,7600,8122_02,Europa,False,C/302/S,TRAPPIST-1e,37.0,False,79.0,218.0,0.0,442.0,659.0,Arkaban Coning,True
857,2862,3091_02,Europa,True,D/102/S,TRAPPIST-1e,26.0,False,,0.0,0.0,0.0,0.0,Shaiaz Wingcoling,True
858,814,0865_02,Europa,True,B/35/S,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Neutria Sandul,True
859,5738,6085_01,Earth,False,F/1257/P,TRAPPIST-1e,46.0,False,0.0,0.0,868.0,0.0,3.0,Jimmyn Gainney,True
860,6358,6725_01,Europa,False,C/214/P,TRAPPIST-1e,32.0,False,0.0,390.0,60.0,5015.0,211.0,Caphira Cratrave,False
861,1365,1438_01,Earth,False,E/89/P,TRAPPIST-1e,24.0,False,181.0,224.0,0.0,195.0,191.0,Anae Sancasey,False
862,2373,2552_03,Earth,False,G/408/S,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,Teryla Vincenton,True
863,4936,5262_01,Earth,True,G/850/P,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Adanne Rilley,True
864,6777,7156_04,Mars,False,E/475/S,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Mele Ramad,True
865,4414,4689_01,Europa,False,C/182/S,TRAPPIST-1e,28.0,True,0.0,3119.0,0.0,1404.0,366.0,Stra Persoffly,True
866,2424,2597_01,Mars,True,F/500/S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Want Jamai,True
867,5934,6300_01,Mars,True,F/1303/P,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,Risps Pure,True
868,2371,2552_01,Earth,False,F/492/S,TRAPPIST-1e,19.0,False,0.0,1124.0,4.0,0.0,0.0,Arlen Vincenton,True
869,2743,2944_03,Earth,True,G/469/S,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,Sta Nichoan,False
870,5928,6290_01,Earth,False,G/1013/P,TRAPPIST-1e,36.0,False,78.0,9.0,0.0,0.0,841.0,Kentha Beangley,True
871,4794,5116_01,Mars,True,F/980/S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Ars Prity,True
872,7057,7510_01,Mars,False,F/1435/S,55 Cancri e,18.0,False,1092.0,0.0,208.0,150.0,0.0,Pars Horte,False
873,7417,7935_01,Earth,False,F/1520/S,TRAPPIST-1e,41.0,False,84.0,0.0,6.0,811.0,2.0,Ward Rodger,True
